trip,price,tripTime,tripTimeUnc,walkTimeStart,walkTimeEnd,taxiWaitTime,busWaitTime,tripTimeRange,numLegs,respID,qID,altID,obsID
Car|Bus|Uber/Lyft,25,40,0.2,5,5,10,5,32 - 48 minutes,3,639,4,1,3832
Car|Bus|Taxi,25,60,0.1,10,0,10,0,54 - 66 minutes,3,639,4,2,3832
Taxi|Bus,15,70,0.2,10,0,10,10,56 - 84 minutes,2,639,4,3,3832
Uber/Lyft|Bus,25,30,0.2,5,10,5,10,24 - 36 minutes,2,639,5,1,3833
Car,25,50,0.1,0,0,0,10,45 - 55 minutes,1,639,5,2,3833
Car|Bus|Taxi,10,60,0.1,5,0,5,5,54 - 66 minutes,3,639,5,3,3833
Uber/Lyft,10,60,0.1,0,0,0,0,54 - 66 minutes,1,639,6,1,3834
Uber/Lyft|Bus|Uber/Lyft,10,60,0.05,5,10,0,5,57 - 63 minutes,3,639,6,2,3834
Car|Bus|Taxi,20,30,0.1,5,10,10,0,27 - 33 minutes,3,639,6,3,3834
Taxi,20,40,0.05,0,0,10,5,38 - 42 minutes,1,640,1,1,3835
Car|Bus,30,50,0.05,0,10,0,0,48 - 52 minutes,2,640,1,2,3835
Uber/Lyft|Bus,25,70,0.05,0,0,5,10,66 - 74 minutes,2,640,1,3,3835
Car|Bus|Uber/Lyft,20,30,0.1,10,10,10,5,27 - 33 minutes,3,640,2,1,3836
Uber/Lyft|Bus,15,50,0.05,5,0,0,5,48 - 52 minutes,2,640,2,2,3836
Car|Bus|Bus,10,40,0.05,0,5,0,10,38 - 42 minutes,3,640,2,3,3836
Taxi,15,70,0.05,0,0,0,5,66 - 74 minutes,1,640,3,1,3837
Car|Bus|Uber/Lyft,15,70,0.1,0,5,5,0,63 - 77 minutes,3,640,3,2,3837
Car|Bus|Taxi,30,30,0.2,10,0,10,5,24 - 36 minutes,3,640,3,3,3837
Bus|Bus|Bus,30,50,0.2,10,0,0,0,40 - 60 minutes,3,640,4,1,3838
Taxi|Bus|Bus,30,60,0.2,5,0,0,10,48 - 72 minutes,3,640,4,2,3838
Uber/Lyft,20,50,0.2,0,0,0,5,40 - 60 minutes,1,640,4,3,3838
Bus,20,70,0.05,5,5,0,0,66 - 74 minutes,1,640,5,1,3839
Car|Bus|Taxi,10,60,0.1,10,5,10,0,54 - 66 minutes,3,640,5,2,3839
Car|Bus,25,30,0.2,5,5,0,10,24 - 36 minutes,2,640,5,3,3839
Car,15,60,0.1,0,0,0,5,54 - 66 minutes,1,640,6,1,3840
Taxi,20,40,0.2,0,0,10,0,32 - 48 minutes,1,640,6,2,3840
Car|Bus,20,40,0.2,10,0,0,0,32 - 48 minutes,2,640,6,3,3840
Car|Bus,10,40,0.1,5,10,0,0,36 - 44 minutes,2,641,1,1,3841
Bus|Bus|Taxi,30,40,0.2,0,5,10,0,32 - 48 minutes,3,641,1,2,3841
Bus,25,70,0.2,0,10,0,0,56 - 84 minutes,1,641,1,3,3841
Car|Bus,15,40,0.1,10,0,0,10,36 - 44 minutes,2,641,2,1,3842
Car|Bus,20,40,0.1,5,0,0,10,36 - 44 minutes,2,641,2,2,3842
Taxi|Bus,30,40,0.05,0,10,5,10,38 - 42 minutes,2,641,2,3,3842
Car|Bus|Taxi,20,50,0.2,10,10,10,5,40 - 60 minutes,3,641,3,1,3843
Bus|Bus|Taxi,30,70,0.2,0,5,10,10,56 - 84 minutes,3,641,3,2,3843
Taxi|Bus,25,30,0.05,10,0,5,10,28 - 32 minutes,2,641,3,3,3843
Car|Bus|Taxi,10,60,0.05,5,5,10,0,57 - 63 minutes,3,641,4,1,3844
Taxi|Bus,20,70,0.2,5,0,0,0,56 - 84 minutes,2,641,4,2,3844
Bus,30,70,0.2,5,10,0,5,56 - 84 minutes,1,641,4,3,3844
Car,15,40,0.2,0,0,0,10,32 - 48 minutes,1,641,5,1,3845
Car|Bus|Taxi,15,50,0.05,0,10,5,5,48 - 52 minutes,3,641,5,2,3845
Taxi,10,40,0.2,0,0,5,5,32 - 48 minutes,1,641,5,3,3845
Car|Bus|Taxi,30,50,0.1,10,5,0,5,45 - 55 minutes,3,641,6,1,3846
Bus,25,70,0.2,10,5,0,0,56 - 84 minutes,1,641,6,2,3846
Car|Bus,25,50,0.05,0,5,0,0,48 - 52 minutes,2,641,6,3,3846
Car|Bus,15,50,0.2,10,10,0,5,40 - 60 minutes,2,642,1,1,3847
Bus|Bus|Taxi,30,60,0.2,10,5,10,0,48 - 72 minutes,3,642,1,2,3847
Car,15,50,0.1,0,0,0,10,45 - 55 minutes,1,642,1,3,3847
Taxi|Bus|Taxi,15,70,0.1,10,5,0,10,63 - 77 minutes,3,642,2,1,3848
Bus,20,50,0.05,0,5,0,5,48 - 52 minutes,1,642,2,2,3848
Uber/Lyft,25,40,0.1,0,0,10,5,36 - 44 minutes,1,642,2,3,3848
Bus,10,70,0.1,10,10,0,10,63 - 77 minutes,1,642,3,1,3849
Bus,15,70,0.2,5,0,0,0,56 - 84 minutes,1,642,3,2,3849
Car|Bus,25,40,0.2,10,0,0,10,32 - 48 minutes,2,642,3,3,3849
Car|Bus|Uber/Lyft,25,40,0.2,0,10,10,0,32 - 48 minutes,3,642,4,1,3850
Car|Bus|Uber/Lyft,25,70,0.1,5,0,10,5,63 - 77 minutes,3,642,4,2,3850
Car|Bus,15,30,0.1,10,10,0,0,27 - 33 minutes,2,642,4,3,3850
Car,30,50,0.1,0,0,0,5,45 - 55 minutes,1,642,5,1,3851
Car,20,70,0.1,0,0,0,5,63 - 77 minutes,1,642,5,2,3851
Bus,10,70,0.2,0,0,0,0,56 - 84 minutes,1,642,5,3,3851
Uber/Lyft|Bus|Uber/Lyft,10,70,0.1,0,0,0,5,63 - 77 minutes,3,642,6,1,3852
Taxi|Bus,10,60,0.2,5,5,5,5,48 - 72 minutes,2,642,6,2,3852
Car,10,70,0.1,0,0,0,10,63 - 77 minutes,1,642,6,3,3852
Car|Bus|Bus,10,30,0.2,5,10,0,0,24 - 36 minutes,3,643,1,1,3853
Car|Bus|Taxi,30,60,0.1,0,5,5,0,54 - 66 minutes,3,643,1,2,3853
Taxi|Bus,15,60,0.05,10,5,5,0,57 - 63 minutes,2,643,1,3,3853
Car,15,40,0.2,0,0,0,10,32 - 48 minutes,1,643,2,1,3854
Car|Bus|Bus,10,50,0.2,10,10,0,5,40 - 60 minutes,3,643,2,2,3854
Car|Bus|Uber/Lyft,10,40,0.1,5,0,5,10,36 - 44 minutes,3,643,2,3,3854
Bus,20,30,0.05,0,10,0,5,28 - 32 minutes,1,643,3,1,3855
Car|Bus,15,60,0.05,10,0,0,5,57 - 63 minutes,2,643,3,2,3855
Uber/Lyft,15,30,0.1,0,0,0,10,27 - 33 minutes,1,643,3,3,3855
Uber/Lyft|Bus,15,50,0.05,0,10,0,5,48 - 52 minutes,2,643,4,1,3856
Bus,20,50,0.1,0,5,0,0,45 - 55 minutes,1,643,4,2,3856
Car|Bus,30,60,0.05,10,5,0,10,57 - 63 minutes,2,643,4,3,3856
Taxi,30,70,0.05,0,0,0,0,66 - 74 minutes,1,643,5,1,3857
Car|Bus,20,70,0.1,5,0,0,5,63 - 77 minutes,2,643,5,2,3857
Bus|Bus|Bus,15,40,0.05,10,0,0,5,38 - 42 minutes,3,643,5,3,3857
Car|Bus,30,50,0.2,10,5,0,10,40 - 60 minutes,2,643,6,1,3858
Car|Bus,15,50,0.1,5,5,0,5,45 - 55 minutes,2,643,6,2,3858
Car|Bus|Taxi,20,70,0.2,5,10,10,0,56 - 84 minutes,3,643,6,3,3858
Car,25,50,0.1,0,0,0,10,45 - 55 minutes,1,644,1,1,3859
Car,15,60,0.1,0,0,0,0,54 - 66 minutes,1,644,1,2,3859
Car|Bus,25,60,0.05,0,10,0,0,57 - 63 minutes,2,644,1,3,3859
Taxi,25,60,0.2,0,0,10,5,48 - 72 minutes,1,644,2,1,3860
Uber/Lyft|Bus,15,70,0.2,0,5,10,0,56 - 84 minutes,2,644,2,2,3860
Taxi,10,60,0.05,0,0,10,5,57 - 63 minutes,1,644,2,3,3860
Bus|Bus,15,70,0.05,0,10,0,0,66 - 74 minutes,2,644,3,1,3861
Car|Bus|Taxi,20,50,0.05,10,10,10,5,48 - 52 minutes,3,644,3,2,3861
Taxi,30,70,0.1,0,0,0,10,63 - 77 minutes,1,644,3,3,3861
Car,30,40,0.1,0,0,0,0,36 - 44 minutes,1,644,4,1,3862
Taxi|Bus|Bus,20,60,0.2,5,10,10,5,48 - 72 minutes,3,644,4,2,3862
Uber/Lyft|Bus|Uber/Lyft,30,30,0.1,10,5,0,5,27 - 33 minutes,3,644,4,3,3862
Bus,10,50,0.05,10,10,0,0,48 - 52 minutes,1,644,5,1,3863
Taxi|Bus,25,50,0.1,5,10,10,5,45 - 55 minutes,2,644,5,2,3863
Bus|Bus,20,60,0.05,10,0,0,0,57 - 63 minutes,2,644,5,3,3863
Car|Bus,10,70,0.2,5,10,0,5,56 - 84 minutes,2,644,6,1,3864
Bus,20,60,0.05,5,10,0,0,57 - 63 minutes,1,644,6,2,3864
Car,30,40,0.2,0,0,0,0,32 - 48 minutes,1,644,6,3,3864
Car|Bus,25,70,0.2,0,0,0,5,56 - 84 minutes,2,645,1,1,3865
Bus,30,60,0.2,5,5,0,10,48 - 72 minutes,1,645,1,2,3865
Car,15,70,0.2,0,0,0,10,56 - 84 minutes,1,645,1,3,3865
Uber/Lyft|Bus|Bus,30,40,0.1,5,0,5,0,36 - 44 minutes,3,645,2,1,3866
Bus,25,60,0.2,10,10,0,10,48 - 72 minutes,1,645,2,2,3866
Bus,25,70,0.2,10,0,0,0,56 - 84 minutes,1,645,2,3,3866
Uber/Lyft|Bus,15,50,0.05,10,10,0,10,48 - 52 minutes,2,645,3,1,3867
Bus,10,70,0.1,0,10,0,5,63 - 77 minutes,1,645,3,2,3867
Car,30,60,0.2,0,0,0,5,48 - 72 minutes,1,645,3,3,3867
Car|Bus|Taxi,25,60,0.05,10,5,0,10,57 - 63 minutes,3,645,4,1,3868
Taxi|Bus,10,30,0.2,10,0,10,10,24 - 36 minutes,2,645,4,2,3868
Bus|Bus|Taxi,25,30,0.1,5,5,10,10,27 - 33 minutes,3,645,4,3,3868
Uber/Lyft,10,50,0.1,0,0,0,0,45 - 55 minutes,1,645,5,1,3869
Car|Bus|Uber/Lyft,15,50,0.05,10,5,5,10,48 - 52 minutes,3,645,5,2,3869
Taxi,15,50,0.2,0,0,0,10,40 - 60 minutes,1,645,5,3,3869
Taxi|Bus,15,30,0.1,0,10,5,5,27 - 33 minutes,2,645,6,1,3870
Taxi|Bus,30,60,0.2,0,0,0,10,48 - 72 minutes,2,645,6,2,3870
Taxi|Bus|Bus,30,60,0.1,0,5,10,0,54 - 66 minutes,3,645,6,3,3870
Uber/Lyft|Bus|Uber/Lyft,25,50,0.2,10,10,0,10,40 - 60 minutes,3,646,1,1,3871
Uber/Lyft,25,40,0.1,0,0,5,0,36 - 44 minutes,1,646,1,2,3871
Bus|Bus|Uber/Lyft,20,40,0.05,5,0,0,0,38 - 42 minutes,3,646,1,3,3871
Bus,10,50,0.05,5,10,0,10,48 - 52 minutes,1,646,2,1,3872
Car|Bus|Uber/Lyft,15,30,0.1,10,0,10,5,27 - 33 minutes,3,646,2,2,3872
Car|Bus|Taxi,20,60,0.2,0,5,10,10,48 - 72 minutes,3,646,2,3,3872
Uber/Lyft,15,40,0.05,0,0,0,0,38 - 42 minutes,1,646,3,1,3873
Bus,15,70,0.1,10,5,0,5,63 - 77 minutes,1,646,3,2,3873
Bus,20,50,0.1,5,0,0,0,45 - 55 minutes,1,646,3,3,3873
Car|Bus,15,60,0.2,0,0,0,0,48 - 72 minutes,2,646,4,1,3874
Taxi|Bus|Bus,10,50,0.2,0,0,0,10,40 - 60 minutes,3,646,4,2,3874
Car|Bus,15,60,0.2,5,0,0,5,48 - 72 minutes,2,646,4,3,3874
Car|Bus|Uber/Lyft,25,50,0.2,5,5,0,10,40 - 60 minutes,3,646,5,1,3875
Car|Bus|Taxi,30,60,0.1,5,5,5,0,54 - 66 minutes,3,646,5,2,3875
Car,20,50,0.2,0,0,0,10,40 - 60 minutes,1,646,5,3,3875
Bus|Bus|Taxi,20,50,0.1,10,10,10,5,45 - 55 minutes,3,646,6,1,3876
Car|Bus|Taxi,15,70,0.05,0,0,10,0,66 - 74 minutes,3,646,6,2,3876
Car|Bus|Taxi,10,50,0.05,10,5,5,10,48 - 52 minutes,3,646,6,3,3876
Uber/Lyft|Bus|Bus,30,70,0.1,10,0,0,5,63 - 77 minutes,3,647,1,1,3877
Car|Bus,10,30,0.1,10,10,0,10,27 - 33 minutes,2,647,1,2,3877
Uber/Lyft|Bus|Uber/Lyft,10,70,0.1,5,0,10,10,63 - 77 minutes,3,647,1,3,3877
Bus|Bus|Uber/Lyft,10,60,0.2,10,5,5,0,48 - 72 minutes,3,647,2,1,3878
Car,25,70,0.1,0,0,0,5,63 - 77 minutes,1,647,2,2,3878
Bus,25,30,0.05,10,5,0,0,28 - 32 minutes,1,647,2,3,3878
Car|Bus,10,30,0.1,5,0,0,10,27 - 33 minutes,2,647,3,1,3879
Taxi|Bus|Taxi,30,60,0.2,0,5,0,0,48 - 72 minutes,3,647,3,2,3879
Bus|Bus|Uber/Lyft,10,60,0.1,10,0,0,5,54 - 66 minutes,3,647,3,3,3879
Bus,20,30,0.05,10,5,0,5,28 - 32 minutes,1,647,4,1,3880
Uber/Lyft|Bus,15,70,0.05,10,0,0,0,66 - 74 minutes,2,647,4,2,3880
Car,30,50,0.2,0,0,0,10,40 - 60 minutes,1,647,4,3,3880
Car|Bus,25,30,0.1,0,5,0,10,27 - 33 minutes,2,647,5,1,3881
Bus,10,60,0.05,10,0,0,10,57 - 63 minutes,1,647,5,2,3881
Uber/Lyft|Bus,30,40,0.05,5,10,5,0,38 - 42 minutes,2,647,5,3,3881
Uber/Lyft,10,50,0.1,0,0,5,0,45 - 55 minutes,1,647,6,1,3882
Car,30,60,0.05,0,0,0,5,57 - 63 minutes,1,647,6,2,3882
Car|Bus|Uber/Lyft,30,40,0.1,0,10,5,5,36 - 44 minutes,3,647,6,3,3882
Car,20,70,0.2,0,0,0,10,56 - 84 minutes,1,648,1,1,3883
Uber/Lyft|Bus,10,50,0.05,10,10,10,0,48 - 52 minutes,2,648,1,2,3883
Bus,10,40,0.1,10,0,0,10,36 - 44 minutes,1,648,1,3,3883
Taxi|Bus,20,60,0.1,0,10,10,0,54 - 66 minutes,2,648,2,1,3884
Taxi|Bus,30,70,0.1,5,10,10,5,63 - 77 minutes,2,648,2,2,3884
Car|Bus|Uber/Lyft,10,70,0.1,0,0,10,10,63 - 77 minutes,3,648,2,3,3884
Uber/Lyft|Bus,20,50,0.05,10,10,0,0,48 - 52 minutes,2,648,3,1,3885
Uber/Lyft|Bus,15,50,0.05,5,10,10,5,48 - 52 minutes,2,648,3,2,3885
Taxi|Bus,10,50,0.05,0,10,0,5,48 - 52 minutes,2,648,3,3,3885
Taxi|Bus,25,60,0.05,5,5,10,10,57 - 63 minutes,2,648,4,1,3886
Taxi|Bus,10,40,0.2,0,10,0,10,32 - 48 minutes,2,648,4,2,3886
Uber/Lyft,10,40,0.05,0,0,10,10,38 - 42 minutes,1,648,4,3,3886
Uber/Lyft|Bus|Uber/Lyft,15,30,0.1,10,5,0,0,27 - 33 minutes,3,648,5,1,3887
Taxi,30,60,0.2,0,0,5,5,48 - 72 minutes,1,648,5,2,3887
Uber/Lyft|Bus|Uber/Lyft,20,30,0.05,0,5,10,0,28 - 32 minutes,3,648,5,3,3887
Uber/Lyft|Bus|Uber/Lyft,30,30,0.05,0,10,0,5,28 - 32 minutes,3,648,6,1,3888
Taxi,20,40,0.1,0,0,0,5,36 - 44 minutes,1,648,6,2,3888
Car,30,40,0.1,0,0,0,10,36 - 44 minutes,1,648,6,3,3888
Car|Bus|Uber/Lyft,25,60,0.2,10,0,10,5,48 - 72 minutes,3,649,1,1,3889
Uber/Lyft|Bus|Uber/Lyft,25,60,0.05,10,10,0,10,57 - 63 minutes,3,649,1,2,3889
Uber/Lyft|Bus|Uber/Lyft,15,60,0.1,5,10,0,10,54 - 66 minutes,3,649,1,3,3889
Taxi|Bus|Taxi,25,30,0.2,0,10,0,5,24 - 36 minutes,3,649,2,1,3890
Bus,25,50,0.2,10,5,0,5,40 - 60 minutes,1,649,2,2,3890
Car|Bus|Uber/Lyft,20,40,0.1,10,5,0,5,36 - 44 minutes,3,649,2,3,3890
Car,20,70,0.05,0,0,0,5,66 - 74 minutes,1,649,3,1,3891
Car,10,30,0.1,0,0,0,0,27 - 33 minutes,1,649,3,2,3891
Taxi|Bus|Bus,10,30,0.05,0,10,10,10,28 - 32 minutes,3,649,3,3,3891
Bus|Bus|Uber/Lyft,15,70,0.05,10,5,5,0,66 - 74 minutes,3,649,4,1,3892
Uber/Lyft|Bus|Uber/Lyft,30,40,0.1,0,0,10,10,36 - 44 minutes,3,649,4,2,3892
Car|Bus|Uber/Lyft,25,40,0.05,10,5,0,5,38 - 42 minutes,3,649,4,3,3892
Uber/Lyft|Bus,25,50,0.2,5,5,5,5,40 - 60 minutes,2,649,5,1,3893
Car|Bus,15,50,0.05,0,10,0,5,48 - 52 minutes,2,649,5,2,3893
Car,15,50,0.05,0,0,0,10,48 - 52 minutes,1,649,5,3,3893
Bus|Bus|Taxi,25,60,0.1,0,0,0,5,54 - 66 minutes,3,649,6,1,3894
Taxi|Bus,30,70,0.2,5,10,10,0,56 - 84 minutes,2,649,6,2,3894
Bus,30,60,0.1,5,0,0,5,54 - 66 minutes,1,649,6,3,3894
Uber/Lyft,10,50,0.1,0,0,10,0,45 - 55 minutes,1,650,1,1,3895
Taxi|Bus|Bus,15,60,0.2,10,0,0,10,48 - 72 minutes,3,650,1,2,3895
Uber/Lyft|Bus|Uber/Lyft,10,50,0.1,10,0,0,5,45 - 55 minutes,3,650,1,3,3895
Car,25,60,0.05,0,0,0,5,57 - 63 minutes,1,650,2,1,3896
Taxi|Bus,30,50,0.05,0,0,10,10,48 - 52 minutes,2,650,2,2,3896
Uber/Lyft|Bus,10,60,0.1,0,5,0,5,54 - 66 minutes,2,650,2,3,3896
Car,10,70,0.1,0,0,0,10,63 - 77 minutes,1,650,3,1,3897
Bus|Bus|Taxi,30,50,0.1,10,0,5,5,45 - 55 minutes,3,650,3,2,3897
Taxi|Bus,25,30,0.2,5,10,5,5,24 - 36 minutes,2,650,3,3,3897
Bus,25,50,0.05,5,0,0,0,48 - 52 minutes,1,650,4,1,3898
Car|Bus|Uber/Lyft,15,60,0.2,10,10,10,0,48 - 72 minutes,3,650,4,2,3898
Bus|Bus|Uber/Lyft,30,40,0.1,0,0,0,5,36 - 44 minutes,3,650,4,3,3898
Car|Bus,15,70,0.1,0,10,0,0,63 - 77 minutes,2,650,5,1,3899
Uber/Lyft|Bus|Bus,20,30,0.2,5,10,0,5,24 - 36 minutes,3,650,5,2,3899
Car|Bus|Uber/Lyft,30,60,0.05,5,0,5,5,57 - 63 minutes,3,650,5,3,3899
Car|Bus,20,30,0.05,10,0,0,5,28 - 32 minutes,2,650,6,1,3900
Taxi|Bus|Bus,20,40,0.1,0,0,5,0,36 - 44 minutes,3,650,6,2,3900
Uber/Lyft|Bus,25,70,0.2,0,5,10,5,56 - 84 minutes,2,650,6,3,3900
Uber/Lyft|Bus,15,30,0.1,10,10,5,10,27 - 33 minutes,2,651,1,1,3901
Taxi|Bus,20,40,0.1,5,0,10,0,36 - 44 minutes,2,651,1,2,3901
Bus,10,70,0.05,5,10,0,10,66 - 74 minutes,1,651,1,3,3901
Taxi,15,40,0.2,0,0,5,10,32 - 48 minutes,1,651,2,1,3902
Bus,25,50,0.05,0,5,0,0,48 - 52 minutes,1,651,2,2,3902
Car|Bus|Uber/Lyft,30,50,0.05,5,10,5,5,48 - 52 minutes,3,651,2,3,3902
Car|Bus|Taxi,25,40,0.1,5,0,10,0,36 - 44 minutes,3,651,3,1,3903
Taxi|Bus,15,70,0.05,5,5,5,10,66 - 74 minutes,2,651,3,2,3903
Car|Bus,20,30,0.05,5,5,0,5,28 - 32 minutes,2,651,3,3,3903
Taxi,20,40,0.05,0,0,10,0,38 - 42 minutes,1,651,4,1,3904
Uber/Lyft|Bus,20,40,0.05,10,0,5,10,38 - 42 minutes,2,651,4,2,3904
Car|Bus|Taxi,30,70,0.2,0,0,5,5,56 - 84 minutes,3,651,4,3,3904
Taxi|Bus,30,30,0.2,0,10,10,10,24 - 36 minutes,2,651,5,1,3905
Car|Bus,15,70,0.1,10,0,0,10,63 - 77 minutes,2,651,5,2,3905
Car,20,70,0.2,0,0,0,10,56 - 84 minutes,1,651,5,3,3905
Car|Bus,30,30,0.2,0,5,0,0,24 - 36 minutes,2,651,6,1,3906
Taxi|Bus,10,50,0.1,0,0,10,5,45 - 55 minutes,2,651,6,2,3906
Uber/Lyft|Bus,10,70,0.2,0,0,5,10,56 - 84 minutes,2,651,6,3,3906
Car,15,70,0.1,0,0,0,0,63 - 77 minutes,1,652,1,1,3907
Car,10,70,0.2,0,0,0,5,56 - 84 minutes,1,652,1,2,3907
Car|Bus|Uber/Lyft,10,60,0.05,5,5,5,10,57 - 63 minutes,3,652,1,3,3907
Taxi,25,30,0.1,0,0,10,10,27 - 33 minutes,1,652,2,1,3908
Car|Bus|Taxi,20,60,0.2,10,5,10,10,48 - 72 minutes,3,652,2,2,3908
Bus|Bus|Taxi,25,70,0.05,0,5,5,5,66 - 74 minutes,3,652,2,3,3908
Car,30,50,0.2,0,0,0,0,40 - 60 minutes,1,652,3,1,3909
Bus,10,70,0.2,5,0,0,0,56 - 84 minutes,1,652,3,2,3909
Car|Bus,30,50,0.1,5,10,0,10,45 - 55 minutes,2,652,3,3,3909
Car,10,40,0.2,0,0,0,5,32 - 48 minutes,1,652,4,1,3910
Car,15,70,0.2,0,0,0,10,56 - 84 minutes,1,652,4,2,3910
Taxi|Bus|Taxi,25,40,0.05,5,5,0,10,38 - 42 minutes,3,652,4,3,3910
Uber/Lyft|Bus|Bus,10,60,0.05,0,5,0,0,57 - 63 minutes,3,652,5,1,3911
Car,20,50,0.05,0,0,0,5,48 - 52 minutes,1,652,5,2,3911
Car|Bus|Taxi,20,40,0.1,10,10,10,0,36 - 44 minutes,3,652,5,3,3911
Car|Bus|Taxi,30,30,0.05,10,0,10,10,28 - 32 minutes,3,652,6,1,3912
Bus,25,50,0.1,10,0,0,10,45 - 55 minutes,1,652,6,2,3912
Car|Bus,10,70,0.05,10,10,0,10,66 - 74 minutes,2,652,6,3,3912
Bus,15,60,0.2,5,5,0,5,48 - 72 minutes,1,653,1,1,3913
Taxi|Bus,15,60,0.2,5,5,5,10,48 - 72 minutes,2,653,1,2,3913
Car|Bus|Uber/Lyft,20,60,0.1,10,0,0,5,54 - 66 minutes,3,653,1,3,3913
Bus|Bus|Uber/Lyft,30,60,0.2,0,0,5,10,48 - 72 minutes,3,653,2,1,3914
Uber/Lyft,15,50,0.2,0,0,5,10,40 - 60 minutes,1,653,2,2,3914
Car,10,30,0.1,0,0,0,10,27 - 33 minutes,1,653,2,3,3914
Taxi|Bus,30,50,0.05,10,0,10,10,48 - 52 minutes,2,653,3,1,3915
Car|Bus|Uber/Lyft,30,60,0.2,5,5,0,0,48 - 72 minutes,3,653,3,2,3915
Taxi|Bus,15,60,0.2,5,10,5,10,48 - 72 minutes,2,653,3,3,3915
Uber/Lyft|Bus,30,40,0.1,10,5,5,0,36 - 44 minutes,2,653,4,1,3916
Uber/Lyft,15,70,0.1,0,0,10,5,63 - 77 minutes,1,653,4,2,3916
Car|Bus|Uber/Lyft,25,70,0.2,5,5,10,10,56 - 84 minutes,3,653,4,3,3916
Car|Bus|Uber/Lyft,25,50,0.05,10,10,5,5,48 - 52 minutes,3,653,5,1,3917
Taxi,15,60,0.1,0,0,10,0,54 - 66 minutes,1,653,5,2,3917
Taxi|Bus|Bus,20,50,0.05,0,0,0,0,48 - 52 minutes,3,653,5,3,3917
Bus,20,50,0.1,5,5,0,0,45 - 55 minutes,1,653,6,1,3918
Taxi|Bus,20,70,0.1,5,5,0,0,63 - 77 minutes,2,653,6,2,3918
Bus|Bus,10,30,0.1,0,5,0,10,27 - 33 minutes,2,653,6,3,3918
Bus|Bus,30,30,0.05,10,5,0,0,28 - 32 minutes,2,654,1,1,3919
Bus|Bus|Bus,15,40,0.2,5,0,0,0,32 - 48 minutes,3,654,1,2,3919
Uber/Lyft|Bus,15,40,0.1,5,5,10,10,36 - 44 minutes,2,654,1,3,3919
Taxi,30,50,0.2,0,0,5,5,40 - 60 minutes,1,654,2,1,3920
Car|Bus|Taxi,15,50,0.05,5,0,5,5,48 - 52 minutes,3,654,2,2,3920
Uber/Lyft|Bus|Uber/Lyft,20,40,0.05,10,10,5,10,38 - 42 minutes,3,654,2,3,3920
Car,15,60,0.2,0,0,0,5,48 - 72 minutes,1,654,3,1,3921
Bus,20,50,0.1,10,0,0,10,45 - 55 minutes,1,654,3,2,3921
Car,20,70,0.1,0,0,0,0,63 - 77 minutes,1,654,3,3,3921
Bus|Bus|Uber/Lyft,25,50,0.2,5,10,0,0,40 - 60 minutes,3,654,4,1,3922
Car|Bus,20,50,0.05,10,0,0,0,48 - 52 minutes,2,654,4,2,3922
Uber/Lyft,25,50,0.2,0,0,0,10,40 - 60 minutes,1,654,4,3,3922
Uber/Lyft,25,70,0.2,0,0,10,0,56 - 84 minutes,1,654,5,1,3923
Car,25,50,0.1,0,0,0,0,45 - 55 minutes,1,654,5,2,3923
Taxi|Bus,25,70,0.2,5,10,10,0,56 - 84 minutes,2,654,5,3,3923
Uber/Lyft|Bus,10,40,0.1,5,0,5,10,36 - 44 minutes,2,654,6,1,3924
Taxi,30,50,0.1,0,0,10,0,45 - 55 minutes,1,654,6,2,3924
Uber/Lyft|Bus,30,30,0.1,10,5,5,10,27 - 33 minutes,2,654,6,3,3924
Car|Bus|Uber/Lyft,15,40,0.1,0,10,5,5,36 - 44 minutes,3,655,1,1,3925
Bus,10,60,0.05,10,10,0,0,57 - 63 minutes,1,655,1,2,3925
Car|Bus,25,70,0.05,0,10,0,0,66 - 74 minutes,2,655,1,3,3925
Bus|Bus|Taxi,15,30,0.2,10,5,10,10,24 - 36 minutes,3,655,2,1,3926
Taxi|Bus,25,50,0.1,10,10,5,10,45 - 55 minutes,2,655,2,2,3926
Taxi|Bus,25,70,0.05,0,0,0,0,66 - 74 minutes,2,655,2,3,3926
Taxi|Bus|Taxi,30,50,0.05,10,5,5,0,48 - 52 minutes,3,655,3,1,3927
Uber/Lyft|Bus|Bus,15,30,0.05,5,5,0,10,28 - 32 minutes,3,655,3,2,3927
Taxi|Bus,10,30,0.1,0,10,10,0,27 - 33 minutes,2,655,3,3,3927
Car|Bus|Taxi,25,30,0.2,0,10,5,0,24 - 36 minutes,3,655,4,1,3928
Car|Bus|Uber/Lyft,25,50,0.1,0,5,0,0,45 - 55 minutes,3,655,4,2,3928
Taxi|Bus,20,50,0.2,5,5,5,0,40 - 60 minutes,2,655,4,3,3928
Car|Bus|Uber/Lyft,30,50,0.1,5,0,0,0,45 - 55 minutes,3,655,5,1,3929
Taxi,20,50,0.05,0,0,10,0,48 - 52 minutes,1,655,5,2,3929
Uber/Lyft,10,30,0.1,0,0,0,5,27 - 33 minutes,1,655,5,3,3929
Car|Bus|Taxi,10,30,0.1,5,0,0,10,27 - 33 minutes,3,655,6,1,3930
Bus,15,70,0.1,10,0,0,5,63 - 77 minutes,1,655,6,2,3930
Uber/Lyft|Bus,25,70,0.1,0,5,5,5,63 - 77 minutes,2,655,6,3,3930
Bus|Bus|Taxi,10,70,0.05,0,5,10,0,66 - 74 minutes,3,656,1,1,3931
