trip,price,tripTime,tripTimeUnc,walkTimeStart,walkTimeEnd,taxiWaitTime,busWaitTime,tripTimeRange,respID,qID,altID,obsID
Car | Bus | Taxi,25,40,0.05,10,0,10,10,38 - 42 minutes,208,5,2,1247
Car | Bus,25,30,0.2,10,10,5,5,24 - 36 minutes,208,5,3,1247
Bus,30,60,0.05,5,10,10,10,57 - 63 minutes,208,6,1,1248
Bus,10,50,0.05,0,5,5,5,48 - 52 minutes,208,6,2,1248
Uber/Lyft,10,40,0.1,0,10,10,5,36 - 44 minutes,208,6,3,1248
Car | Bus | Uber/Lyft,25,60,0.2,0,5,5,10,48 - 72 minutes,209,1,1,1249
Taxi | Bus | Taxi,25,60,0.1,0,5,5,5,54 - 66 minutes,209,1,2,1249
Car | Bus,10,70,0.05,10,10,10,5,66 - 74 minutes,209,1,3,1249
Taxi | Bus | Taxi,25,70,0.1,10,0,10,5,63 - 77 minutes,209,2,1,1250
Bus | Bus,20,50,0.05,5,0,10,10,48 - 52 minutes,209,2,2,1250
Car | Bus,20,50,0.1,5,10,10,5,45 - 55 minutes,209,2,3,1250
Taxi | Bus | Taxi,10,70,0.1,5,0,10,5,63 - 77 minutes,209,3,1,1251
Uber/Lyft | Bus,30,30,0.2,10,0,5,10,24 - 36 minutes,209,3,2,1251
Uber/Lyft,10,70,0.05,0,5,10,10,66 - 74 minutes,209,3,3,1251
Car | Bus,10,30,0.1,10,5,5,10,27 - 33 minutes,209,4,1,1252
Taxi | Bus | Uber/Lyft,10,70,0.2,10,5,5,5,56 - 84 minutes,209,4,2,1252
Uber/Lyft | Bus,30,60,0.1,5,10,5,10,54 - 66 minutes,209,4,3,1252
Taxi,15,70,0.1,10,10,5,5,63 - 77 minutes,209,5,1,1253
Bus | Bus | Uber/Lyft,10,60,0.05,5,5,5,5,57 - 63 minutes,209,5,2,1253
Uber/Lyft | Bus | Uber/Lyft,15,60,0.2,0,5,10,5,48 - 72 minutes,209,5,3,1253
Taxi,20,60,0.05,5,10,10,5,57 - 63 minutes,209,6,1,1254
Uber/Lyft | Bus,15,30,0.2,0,5,10,5,24 - 36 minutes,209,6,2,1254
Uber/Lyft | Bus | Bus,10,30,0.2,5,10,10,10,24 - 36 minutes,209,6,3,1254
Bus | Bus | Taxi,15,30,0.05,10,0,10,5,28 - 32 minutes,210,1,1,1255
Bus | Bus | Taxi,10,60,0.2,0,5,5,10,48 - 72 minutes,210,1,2,1255
Bus | Bus | Bus,10,40,0.2,10,0,5,5,32 - 48 minutes,210,1,3,1255
Car | Bus | Taxi,10,30,0.2,5,0,5,10,24 - 36 minutes,210,2,1,1256
Taxi | Bus | Taxi,20,30,0.2,5,0,10,5,24 - 36 minutes,210,2,2,1256
Uber/Lyft | Bus | Taxi,25,50,0.1,0,10,10,10,45 - 55 minutes,210,2,3,1256
Bus | Bus | Uber/Lyft,15,30,0.05,0,0,10,10,28 - 32 minutes,210,3,1,1257
Bus | Bus | Bus,25,60,0.05,5,5,10,5,57 - 63 minutes,210,3,2,1257
Uber/Lyft,15,50,0.1,0,0,5,5,45 - 55 minutes,210,3,3,1257
Car,30,30,0.2,0,0,5,5,24 - 36 minutes,210,4,1,1258
Bus | Bus,20,40,0.1,0,0,10,5,36 - 44 minutes,210,4,2,1258
Taxi,20,70,0.2,0,0,5,5,56 - 84 minutes,210,4,3,1258
Car,10,30,0.2,5,0,10,5,24 - 36 minutes,210,5,1,1259
Uber/Lyft,15,40,0.05,5,10,5,5,38 - 42 minutes,210,5,2,1259
Uber/Lyft | Bus | Bus,25,60,0.1,0,0,10,10,54 - 66 minutes,210,5,3,1259
Car | Bus | Uber/Lyft,20,70,0.1,0,10,5,5,63 - 77 minutes,210,6,1,1260
Taxi | Bus | Taxi,30,30,0.05,5,10,5,5,28 - 32 minutes,210,6,2,1260
Car,10,40,0.2,0,10,5,10,32 - 48 minutes,210,6,3,1260
Taxi,10,70,0.2,10,0,5,10,56 - 84 minutes,211,1,1,1261
Uber/Lyft | Bus | Taxi,15,30,0.1,5,5,10,10,27 - 33 minutes,211,1,2,1261
Bus | Bus | Uber/Lyft,10,50,0.05,5,10,5,10,48 - 52 minutes,211,1,3,1261
Taxi | Bus | Taxi,10,40,0.2,0,10,10,10,32 - 48 minutes,211,2,1,1262
Uber/Lyft | Bus | Bus,25,50,0.05,0,0,5,5,48 - 52 minutes,211,2,2,1262
Bus | Bus | Uber/Lyft,30,30,0.1,0,5,10,5,27 - 33 minutes,211,2,3,1262
Car | Bus | Uber/Lyft,10,60,0.1,0,10,10,10,54 - 66 minutes,211,3,1,1263
Bus | Bus,25,40,0.05,10,0,5,10,38 - 42 minutes,211,3,2,1263
Uber/Lyft | Bus,10,30,0.2,0,0,10,10,24 - 36 minutes,211,3,3,1263
Car | Bus | Bus,15,40,0.05,0,0,5,5,38 - 42 minutes,211,4,1,1264
Taxi | Bus | Uber/Lyft,25,30,0.1,5,10,10,5,27 - 33 minutes,211,4,2,1264
Taxi | Bus | Bus,25,30,0.05,0,5,5,10,28 - 32 minutes,211,4,3,1264
Car | Bus,25,30,0.05,5,0,5,5,28 - 32 minutes,211,5,1,1265
Bus,15,50,0.05,0,5,5,10,48 - 52 minutes,211,5,2,1265
Bus | Bus,25,60,0.2,0,10,10,5,48 - 72 minutes,211,5,3,1265
Car | Bus | Taxi,30,30,0.1,0,10,10,5,27 - 33 minutes,211,6,1,1266
Car | Bus | Bus,15,30,0.1,10,5,10,5,27 - 33 minutes,211,6,2,1266
Bus | Bus | Taxi,10,70,0.1,5,0,10,5,63 - 77 minutes,211,6,3,1266
Bus | Bus,15,50,0.1,10,0,5,5,45 - 55 minutes,212,1,1,1267
Taxi | Bus | Uber/Lyft,20,40,0.1,5,10,10,5,36 - 44 minutes,212,1,2,1267
Car | Bus,10,60,0.1,10,10,5,5,54 - 66 minutes,212,1,3,1267
Bus | Bus | Taxi,10,70,0.05,10,5,10,10,66 - 74 minutes,212,2,1,1268
Bus,20,40,0.2,10,0,10,10,32 - 48 minutes,212,2,2,1268
Taxi | Bus,15,60,0.05,5,0,10,5,57 - 63 minutes,212,2,3,1268
Car | Bus | Taxi,25,70,0.05,0,10,5,10,66 - 74 minutes,212,3,1,1269
Bus | Bus,25,40,0.2,0,0,10,5,32 - 48 minutes,212,3,2,1269
Bus | Bus | Bus,30,30,0.05,5,0,5,5,28 - 32 minutes,212,3,3,1269
Taxi,20,30,0.2,0,0,10,10,24 - 36 minutes,212,4,1,1270
Uber/Lyft,10,60,0.05,5,5,5,10,57 - 63 minutes,212,4,2,1270
Taxi | Bus,10,60,0.2,0,10,5,10,48 - 72 minutes,212,4,3,1270
Uber/Lyft | Bus,20,40,0.05,10,5,10,10,38 - 42 minutes,212,5,1,1271
Car | Bus,25,50,0.2,5,0,5,10,40 - 60 minutes,212,5,2,1271
Taxi | Bus,25,40,0.05,0,10,5,5,38 - 42 minutes,212,5,3,1271
Uber/Lyft | Bus,15,50,0.2,10,10,10,10,40 - 60 minutes,212,6,1,1272
Car | Bus,30,70,0.05,5,5,10,5,66 - 74 minutes,212,6,2,1272
Uber/Lyft,25,60,0.2,10,5,10,10,48 - 72 minutes,212,6,3,1272
Uber/Lyft | Bus | Bus,10,70,0.05,5,0,5,5,66 - 74 minutes,213,1,1,1273
Bus,15,60,0.2,5,0,10,5,48 - 72 minutes,213,1,2,1273
Taxi | Bus | Taxi,15,30,0.05,10,10,10,10,28 - 32 minutes,213,1,3,1273
Uber/Lyft | Bus | Uber/Lyft,25,70,0.1,5,10,10,10,63 - 77 minutes,213,2,1,1274
Car | Bus | Bus,10,70,0.1,0,5,10,10,63 - 77 minutes,213,2,2,1274
Taxi | Bus | Taxi,30,50,0.05,5,0,10,5,48 - 52 minutes,213,2,3,1274
Uber/Lyft,15,40,0.1,5,5,5,5,36 - 44 minutes,213,3,1,1275
Uber/Lyft | Bus | Taxi,20,40,0.05,5,5,5,10,38 - 42 minutes,213,3,2,1275
Car,25,30,0.1,0,0,5,10,27 - 33 minutes,213,3,3,1275
Taxi | Bus | Bus,20,30,0.05,10,10,5,10,28 - 32 minutes,213,4,1,1276
Car | Bus | Taxi,20,40,0.1,0,0,5,5,36 - 44 minutes,213,4,2,1276
Car | Bus | Taxi,25,70,0.05,5,10,5,10,66 - 74 minutes,213,4,3,1276
Uber/Lyft | Bus,30,60,0.2,10,0,5,10,48 - 72 minutes,213,5,1,1277
Car | Bus,25,70,0.2,5,5,10,5,56 - 84 minutes,213,5,2,1277
Car | Bus | Bus,10,50,0.05,10,0,5,10,48 - 52 minutes,213,5,3,1277
Car | Bus,10,70,0.1,5,0,5,10,63 - 77 minutes,213,6,1,1278
Bus,30,70,0.2,5,5,10,5,56 - 84 minutes,213,6,2,1278
Bus | Bus | Uber/Lyft,20,40,0.05,10,10,5,5,38 - 42 minutes,213,6,3,1278
Car | Bus | Taxi,15,40,0.1,10,0,5,5,36 - 44 minutes,214,1,1,1279
Taxi | Bus | Bus,10,50,0.05,0,0,10,5,48 - 52 minutes,214,1,2,1279
Car,20,50,0.05,5,10,5,5,48 - 52 minutes,214,1,3,1279
Uber/Lyft | Bus | Uber/Lyft,30,50,0.2,5,10,5,5,40 - 60 minutes,214,2,1,1280
Taxi,15,60,0.2,5,0,10,5,48 - 72 minutes,214,2,2,1280
Taxi | Bus | Uber/Lyft,25,50,0.05,5,0,10,5,48 - 52 minutes,214,2,3,1280
Car | Bus | Taxi,10,40,0.1,5,0,10,10,36 - 44 minutes,214,3,1,1281
Taxi | Bus | Taxi,15,50,0.05,5,0,5,10,48 - 52 minutes,214,3,2,1281
Uber/Lyft | Bus | Taxi,15,40,0.1,10,5,10,10,36 - 44 minutes,214,3,3,1281
Bus | Bus,25,30,0.1,5,10,10,5,27 - 33 minutes,214,4,1,1282
Bus,20,30,0.2,5,5,10,10,24 - 36 minutes,214,4,2,1282
Uber/Lyft | Bus | Bus,20,70,0.05,5,10,5,10,66 - 74 minutes,214,4,3,1282
Taxi | Bus | Bus,20,70,0.05,0,0,5,10,66 - 74 minutes,214,5,1,1283
Taxi | Bus,10,60,0.05,10,0,10,5,57 - 63 minutes,214,5,2,1283
Uber/Lyft | Bus | Bus,10,30,0.2,0,0,5,10,24 - 36 minutes,214,5,3,1283
Uber/Lyft | Bus | Taxi,10,60,0.2,0,5,5,5,48 - 72 minutes,214,6,1,1284
Uber/Lyft | Bus,20,50,0.1,0,5,10,5,45 - 55 minutes,214,6,2,1284
Taxi,20,70,0.1,0,0,5,10,63 - 77 minutes,214,6,3,1284
Uber/Lyft | Bus | Bus,15,40,0.1,0,5,5,10,36 - 44 minutes,215,1,1,1285
Car | Bus | Taxi,25,60,0.2,0,0,5,5,48 - 72 minutes,215,1,2,1285
Bus | Bus | Taxi,15,30,0.05,10,10,5,5,28 - 32 minutes,215,1,3,1285
Car | Bus | Taxi,10,40,0.1,10,10,10,10,36 - 44 minutes,215,2,1,1286
Bus | Bus,10,50,0.1,5,10,5,10,45 - 55 minutes,215,2,2,1286
Car | Bus | Uber/Lyft,10,30,0.05,5,10,5,10,28 - 32 minutes,215,2,3,1286
Taxi | Bus | Bus,15,50,0.2,10,10,10,5,40 - 60 minutes,215,3,1,1287
Uber/Lyft,10,70,0.05,0,0,5,10,66 - 74 minutes,215,3,2,1287
Bus | Bus | Uber/Lyft,25,30,0.05,5,0,5,10,28 - 32 minutes,215,3,3,1287
Bus,30,70,0.05,5,5,5,5,66 - 74 minutes,215,4,1,1288
Bus,25,30,0.05,10,0,5,5,28 - 32 minutes,215,4,2,1288
Taxi,30,30,0.05,5,0,5,5,28 - 32 minutes,215,4,3,1288
Car,10,70,0.05,10,0,10,10,66 - 74 minutes,215,5,1,1289
Bus,25,60,0.05,5,10,5,10,57 - 63 minutes,215,5,2,1289
Uber/Lyft | Bus | Uber/Lyft,15,60,0.2,10,0,5,10,48 - 72 minutes,215,5,3,1289
Uber/Lyft | Bus | Bus,25,50,0.2,5,0,5,5,40 - 60 minutes,215,6,1,1290
Car | Bus | Taxi,10,50,0.2,0,0,5,10,40 - 60 minutes,215,6,2,1290
Taxi | Bus | Uber/Lyft,15,60,0.1,0,5,10,10,54 - 66 minutes,215,6,3,1290
Car | Bus | Uber/Lyft,10,50,0.05,0,5,5,10,48 - 52 minutes,216,1,1,1291
Car | Bus,20,40,0.1,0,5,5,10,36 - 44 minutes,216,1,2,1291
Uber/Lyft | Bus | Uber/Lyft,15,70,0.2,10,5,10,10,56 - 84 minutes,216,1,3,1291
Car,25,40,0.2,5,0,10,5,32 - 48 minutes,216,2,1,1292
Taxi | Bus | Bus,20,40,0.2,10,0,5,10,32 - 48 minutes,216,2,2,1292
Uber/Lyft | Bus | Uber/Lyft,20,40,0.2,0,0,5,10,32 - 48 minutes,216,2,3,1292
Taxi | Bus,10,60,0.2,5,5,10,10,48 - 72 minutes,216,3,1,1293
Uber/Lyft,30,40,0.05,0,0,10,5,38 - 42 minutes,216,3,2,1293
Uber/Lyft | Bus | Uber/Lyft,10,40,0.05,5,0,10,5,38 - 42 minutes,216,3,3,1293
Bus | Bus | Uber/Lyft,20,40,0.05,0,10,5,10,38 - 42 minutes,216,4,1,1294
Car | Bus | Bus,10,40,0.05,0,0,10,10,38 - 42 minutes,216,4,2,1294
Taxi | Bus,30,30,0.2,0,10,5,5,24 - 36 minutes,216,4,3,1294
Uber/Lyft | Bus | Bus,30,70,0.1,5,0,10,10,63 - 77 minutes,216,5,1,1295
Bus | Bus,20,60,0.2,5,10,5,5,48 - 72 minutes,216,5,2,1295
Bus | Bus | Bus,10,50,0.2,10,0,10,10,40 - 60 minutes,216,5,3,1295
Car | Bus | Bus,15,50,0.1,5,0,10,5,45 - 55 minutes,216,6,1,1296
Taxi | Bus,25,50,0.1,5,10,10,5,45 - 55 minutes,216,6,2,1296
Car,30,50,0.05,0,5,10,10,48 - 52 minutes,216,6,3,1296
Taxi | Bus,25,60,0.1,0,10,10,10,54 - 66 minutes,217,1,1,1297
Bus,15,70,0.2,0,5,5,5,56 - 84 minutes,217,1,2,1297
Bus | Bus | Bus,10,50,0.2,10,10,5,10,40 - 60 minutes,217,1,3,1297
Taxi,25,60,0.2,0,10,5,5,48 - 72 minutes,217,2,1,1298
Bus | Bus | Bus,30,60,0.1,5,10,5,10,54 - 66 minutes,217,2,2,1298
Uber/Lyft,15,40,0.1,5,10,5,10,36 - 44 minutes,217,2,3,1298
Uber/Lyft | Bus,15,60,0.2,0,5,5,10,48 - 72 minutes,217,3,1,1299
Uber/Lyft,15,40,0.1,0,0,5,10,36 - 44 minutes,217,3,2,1299
Car,30,30,0.1,0,5,5,10,27 - 33 minutes,217,3,3,1299
Bus | Bus | Uber/Lyft,25,30,0.2,0,5,5,5,24 - 36 minutes,217,4,1,1300
Uber/Lyft | Bus | Bus,10,30,0.05,10,0,10,10,28 - 32 minutes,217,4,2,1300
Bus | Bus | Bus,15,30,0.1,0,10,5,10,27 - 33 minutes,217,4,3,1300
Uber/Lyft | Bus | Taxi,15,30,0.05,10,0,10,5,28 - 32 minutes,217,5,1,1301
Bus | Bus | Uber/Lyft,10,60,0.1,5,5,5,10,54 - 66 minutes,217,5,2,1301
Bus | Bus | Uber/Lyft,25,50,0.2,5,10,10,10,40 - 60 minutes,217,5,3,1301
Taxi | Bus | Uber/Lyft,20,70,0.2,5,5,10,10,56 - 84 minutes,217,6,1,1302
Bus | Bus,10,40,0.2,5,0,5,5,32 - 48 minutes,217,6,2,1302
Bus | Bus | Uber/Lyft,15,40,0.2,5,5,5,5,32 - 48 minutes,217,6,3,1302
Bus | Bus | Bus,10,40,0.1,5,0,10,5,36 - 44 minutes,218,1,1,1303
Bus | Bus | Uber/Lyft,10,70,0.05,0,5,10,5,66 - 74 minutes,218,1,2,1303
Taxi | Bus | Uber/Lyft,10,40,0.2,10,10,5,5,32 - 48 minutes,218,1,3,1303
Bus | Bus,15,40,0.05,0,10,5,5,38 - 42 minutes,218,2,1,1304
Car | Bus,20,50,0.05,10,0,5,10,48 - 52 minutes,218,2,2,1304
Car | Bus | Bus,30,60,0.2,5,0,5,5,48 - 72 minutes,218,2,3,1304
Bus | Bus | Bus,25,60,0.2,0,5,5,10,48 - 72 minutes,218,3,1,1305
Car,10,30,0.05,5,0,5,10,28 - 32 minutes,218,3,2,1305
Uber/Lyft,30,40,0.1,5,10,5,10,36 - 44 minutes,218,3,3,1305
Car | Bus,20,70,0.2,0,0,5,5,56 - 84 minutes,218,4,1,1306
Car | Bus | Uber/Lyft,15,60,0.1,0,0,10,10,54 - 66 minutes,218,4,2,1306
Taxi,10,40,0.1,0,5,5,10,36 - 44 minutes,218,4,3,1306
Taxi | Bus | Taxi,30,70,0.1,5,5,5,5,63 - 77 minutes,218,5,1,1307
Bus,20,60,0.05,0,10,10,10,57 - 63 minutes,218,5,2,1307
Car | Bus | Taxi,30,50,0.05,5,10,5,10,48 - 52 minutes,218,5,3,1307
Bus | Bus | Taxi,10,30,0.2,10,0,10,10,24 - 36 minutes,218,6,1,1308
Taxi | Bus,25,40,0.1,5,5,10,10,36 - 44 minutes,218,6,2,1308
Bus | Bus | Bus,15,60,0.2,0,0,5,5,48 - 72 minutes,218,6,3,1308
Taxi | Bus | Bus,30,30,0.2,10,0,5,10,24 - 36 minutes,219,1,1,1309
Car | Bus | Bus,30,60,0.05,0,0,5,5,57 - 63 minutes,219,1,2,1309
Taxi | Bus | Uber/Lyft,10,70,0.1,5,5,10,10,63 - 77 minutes,219,1,3,1309
Car | Bus | Bus,30,70,0.05,0,10,5,5,66 - 74 minutes,219,2,1,1310
Bus | Bus | Bus,15,50,0.05,0,5,10,10,48 - 52 minutes,219,2,2,1310
Car | Bus | Bus,30,50,0.1,10,0,5,10,45 - 55 minutes,219,2,3,1310
Bus,20,50,0.05,5,5,10,10,48 - 52 minutes,219,3,1,1311
Car | Bus | Bus,10,40,0.05,5,5,10,5,38 - 42 minutes,219,3,2,1311
Bus | Bus,25,50,0.2,5,5,10,5,40 - 60 minutes,219,3,3,1311
Bus | Bus,10,30,0.2,5,0,5,10,24 - 36 minutes,219,4,1,1312
Taxi,15,40,0.05,0,0,5,10,38 - 42 minutes,219,4,2,1312
Bus | Bus | Bus,25,70,0.1,0,10,10,10,63 - 77 minutes,219,4,3,1312
Car | Bus | Uber/Lyft,15,40,0.2,10,5,10,10,32 - 48 minutes,219,5,1,1313
Car | Bus | Taxi,20,60,0.05,5,10,5,10,57 - 63 minutes,219,5,2,1313
Uber/Lyft,10,70,0.2,10,5,5,10,56 - 84 minutes,219,5,3,1313
Car | Bus | Taxi,30,40,0.1,0,0,5,10,36 - 44 minutes,219,6,1,1314
Car | Bus,25,30,0.05,0,0,5,10,28 - 32 minutes,219,6,2,1314
Bus | Bus | Uber/Lyft,20,60,0.2,10,5,5,5,48 - 72 minutes,219,6,3,1314
Taxi | Bus | Bus,15,60,0.1,0,10,5,10,54 - 66 minutes,220,1,1,1315
Taxi | Bus | Bus,10,30,0.05,10,10,5,10,28 - 32 minutes,220,1,2,1315
Bus | Bus,20,30,0.05,10,10,5,10,28 - 32 minutes,220,1,3,1315
Bus | Bus,20,70,0.05,5,10,10,10,66 - 74 minutes,220,2,1,1316
Car | Bus | Bus,10,30,0.1,0,0,5,10,27 - 33 minutes,220,2,2,1316
Taxi,25,40,0.1,0,5,5,10,36 - 44 minutes,220,2,3,1316
Taxi | Bus,30,40,0.1,10,5,10,10,36 - 44 minutes,220,3,1,1317
Taxi | Bus | Taxi,15,40,0.05,10,0,10,10,38 - 42 minutes,220,3,2,1317
Bus,30,60,0.1,10,10,5,10,54 - 66 minutes,220,3,3,1317
Car | Bus | Uber/Lyft,25,40,0.05,10,5,5,5,38 - 42 minutes,220,4,1,1318
Car | Bus | Bus,30,70,0.05,10,10,10,5,66 - 74 minutes,220,4,2,1318
Taxi | Bus | Taxi,30,50,0.05,5,5,10,10,48 - 52 minutes,220,4,3,1318
Bus | Bus | Uber/Lyft,10,70,0.05,10,5,5,10,66 - 74 minutes,220,5,1,1319
Uber/Lyft | Bus | Bus,10,50,0.05,0,5,10,5,48 - 52 minutes,220,5,2,1319
Taxi | Bus | Bus,20,70,0.2,5,5,5,5,56 - 84 minutes,220,5,3,1319
Bus | Bus | Uber/Lyft,25,50,0.2,10,0,5,10,40 - 60 minutes,220,6,1,1320
Uber/Lyft | Bus | Taxi,15,70,0.2,0,10,5,10,56 - 84 minutes,220,6,2,1320
Uber/Lyft | Bus | Bus,20,40,0.2,10,10,10,10,32 - 48 minutes,220,6,3,1320
Taxi | Bus,10,70,0.1,5,10,10,10,63 - 77 minutes,221,1,1,1321
Uber/Lyft | Bus,10,40,0.2,0,0,5,5,32 - 48 minutes,221,1,2,1321
Car,25,40,0.1,10,5,10,5,36 - 44 minutes,221,1,3,1321
Car | Bus | Uber/Lyft,20,60,0.05,10,10,10,5,57 - 63 minutes,221,2,1,1322
Taxi | Bus | Bus,25,50,0.2,10,10,5,5,40 - 60 minutes,221,2,2,1322
Taxi | Bus,20,40,0.1,10,10,5,5,36 - 44 minutes,221,2,3,1322
Bus | Bus,30,30,0.2,10,10,5,10,24 - 36 minutes,221,3,1,1323
Bus,15,40,0.1,0,0,10,5,36 - 44 minutes,221,3,2,1323
Uber/Lyft | Bus | Uber/Lyft,10,60,0.05,0,10,5,5,57 - 63 minutes,221,3,3,1323
Uber/Lyft | Bus | Taxi,20,30,0.05,10,5,10,10,28 - 32 minutes,221,4,1,1324
Uber/Lyft | Bus,20,30,0.1,10,10,5,10,27 - 33 minutes,221,4,2,1324
Uber/Lyft | Bus | Taxi,30,60,0.05,0,0,10,5,57 - 63 minutes,221,4,3,1324
Bus | Bus | Bus,15,30,0.2,5,5,10,10,24 - 36 minutes,221,5,1,1325
Car | Bus | Taxi,20,40,0.1,0,10,10,5,36 - 44 minutes,221,5,2,1325
Bus | Bus,20,50,0.1,5,5,10,5,45 - 55 minutes,221,5,3,1325
Taxi | Bus | Bus,30,40,0.1,0,0,5,5,36 - 44 minutes,221,6,1,1326
Car | Bus | Uber/Lyft,20,70,0.1,5,5,10,5,63 - 77 minutes,221,6,2,1326
Bus | Bus,25,50,0.05,5,5,5,5,48 - 52 minutes,221,6,3,1326
Bus | Bus | Taxi,25,30,0.1,5,5,10,5,27 - 33 minutes,222,1,1,1327
Uber/Lyft | Bus,10,60,0.1,5,0,5,10,54 - 66 minutes,222,1,2,1327
Bus | Bus | Bus,20,40,0.1,5,10,10,10,36 - 44 minutes,222,1,3,1327
Uber/Lyft,15,60,0.2,5,10,10,10,48 - 72 minutes,222,2,1,1328
Bus | Bus | Uber/Lyft,20,70,0.05,0,10,10,5,66 - 74 minutes,222,2,2,1328
Car | Bus | Taxi,30,70,0.2,0,5,5,10,56 - 84 minutes,222,2,3,1328
Car | Bus | Bus,10,40,0.05,0,0,5,10,38 - 42 minutes,222,3,1,1329
Taxi | Bus,30,40,0.05,10,0,5,10,38 - 42 minutes,222,3,2,1329
Car,10,30,0.2,10,0,5,5,24 - 36 minutes,222,3,3,1329
Uber/Lyft | Bus | Taxi,30,30,0.2,5,5,5,10,24 - 36 minutes,222,4,1,1330
Uber/Lyft | Bus,20,30,0.2,5,10,5,10,24 - 36 minutes,222,4,2,1330
Uber/Lyft | Bus | Uber/Lyft,10,70,0.1,5,10,5,5,63 - 77 minutes,222,4,3,1330
Uber/Lyft | Bus | Bus,20,30,0.1,10,10,5,10,27 - 33 minutes,222,5,1,1331
Taxi,15,50,0.1,10,5,5,10,45 - 55 minutes,222,5,2,1331
Car | Bus,30,60,0.05,10,0,5,10,57 - 63 minutes,222,5,3,1331
Car | Bus | Taxi,15,50,0.2,10,0,5,5,40 - 60 minutes,222,6,1,1332
Car | Bus | Bus,10,30,0.05,0,5,5,5,28 - 32 minutes,222,6,2,1332
Uber/Lyft | Bus | Uber/Lyft,15,30,0.1,10,10,5,10,27 - 33 minutes,222,6,3,1332
Bus | Bus,30,30,0.1,10,10,10,5,27 - 33 minutes,223,1,1,1333
Taxi | Bus,30,50,0.05,10,5,5,5,48 - 52 minutes,223,1,2,1333
Uber/Lyft | Bus | Uber/Lyft,20,30,0.1,5,5,10,5,27 - 33 minutes,223,1,3,1333
Uber/Lyft | Bus | Taxi,25,40,0.1,5,5,5,5,36 - 44 minutes,223,2,1,1334
Car | Bus | Uber/Lyft,25,30,0.1,0,0,10,5,27 - 33 minutes,223,2,2,1334
Uber/Lyft | Bus | Bus,30,50,0.1,10,10,5,10,45 - 55 minutes,223,2,3,1334
Uber/Lyft | Bus,20,60,0.05,10,0,5,5,57 - 63 minutes,223,3,1,1335
Bus | Bus | Uber/Lyft,15,50,0.1,5,5,10,5,45 - 55 minutes,223,3,2,1335
Uber/Lyft | Bus | Bus,30,60,0.2,0,10,10,10,48 - 72 minutes,223,3,3,1335
Bus,30,40,0.1,5,10,10,10,36 - 44 minutes,223,4,1,1336
Car | Bus | Uber/Lyft,10,70,0.1,0,0,5,5,63 - 77 minutes,223,4,2,1336
Uber/Lyft | Bus | Taxi,25,70,0.05,0,5,10,5,66 - 74 minutes,223,4,3,1336
Taxi,15,30,0.05,5,0,5,10,28 - 32 minutes,223,5,1,1337
Taxi | Bus | Taxi,30,50,0.2,0,0,5,5,40 - 60 minutes,223,5,2,1337
Bus,15,70,0.05,5,10,10,10,66 - 74 minutes,223,5,3,1337
Bus | Bus | Taxi,20,30,0.2,10,0,10,10,24 - 36 minutes,223,6,1,1338
Car | Bus | Taxi,15,30,0.1,10,5,5,5,27 - 33 minutes,223,6,2,1338
Uber/Lyft | Bus,20,40,0.2,5,10,5,10,32 - 48 minutes,223,6,3,1338
Taxi | Bus,30,40,0.05,10,0,5,5,38 - 42 minutes,224,1,1,1339
Uber/Lyft | Bus | Bus,25,30,0.2,5,0,5,10,24 - 36 minutes,224,1,2,1339
Car | Bus | Taxi,10,50,0.1,0,0,10,5,45 - 55 minutes,224,1,3,1339
Uber/Lyft | Bus | Bus,30,70,0.05,0,10,10,10,66 - 74 minutes,224,2,1,1340
Bus | Bus | Uber/Lyft,30,60,0.2,10,10,10,5,48 - 72 minutes,224,2,2,1340
Bus | Bus,15,50,0.1,10,5,10,5,45 - 55 minutes,224,2,3,1340
Car | Bus | Taxi,20,40,0.05,0,0,5,5,38 - 42 minutes,224,3,1,1341
Uber/Lyft | Bus,20,60,0.1,5,10,5,5,54 - 66 minutes,224,3,2,1341
Bus | Bus,10,70,0.05,5,0,5,10,66 - 74 minutes,224,3,3,1341
Car | Bus,20,70,0.05,10,5,10,10,66 - 74 minutes,224,4,1,1342
Bus | Bus,20,60,0.2,10,0,10,5,48 - 72 minutes,224,4,2,1342
Car | Bus,30,60,0.05,10,10,5,5,57 - 63 minutes,224,4,3,1342
Taxi | Bus | Taxi,15,70,0.1,5,10,5,10,63 - 77 minutes,224,5,1,1343
Car,25,50,0.1,5,0,5,10,45 - 55 minutes,224,5,2,1343
Taxi | Bus | Uber/Lyft,20,30,0.2,10,10,5,10,24 - 36 minutes,224,5,3,1343
Bus | Bus | Bus,10,50,0.05,10,0,10,5,48 - 52 minutes,224,6,1,1344
Car | Bus | Taxi,30,30,0.1,0,5,5,5,27 - 33 minutes,224,6,2,1344
Bus | Bus | Taxi,30,30,0.1,0,5,5,10,27 - 33 minutes,224,6,3,1344
Bus | Bus,15,60,0.2,5,10,5,5,48 - 72 minutes,225,1,1,1345
Car | Bus | Uber/Lyft,10,50,0.2,0,5,10,5,40 - 60 minutes,225,1,2,1345
Car,15,70,0.2,5,10,10,10,56 - 84 minutes,225,1,3,1345
Taxi,20,50,0.05,10,0,10,10,48 - 52 minutes,225,2,1,1346
Car | Bus,10,50,0.1,5,10,10,5,45 - 55 minutes,225,2,2,1346
Taxi,25,40,0.2,10,10,5,5,32 - 48 minutes,225,2,3,1346
