leg1Mode,leg2Mode,leg3Mode,price,leg1Time,leg2Time,leg3Time,transfer1Time,transfer2Time,transfer3Time,tripTimeUnc,numLegs,lastLegMode,trip,carInTrip,expressInTrip,walkInTrip,busInTrip,taxiInTrip,uberInTrip,totalLegTime,totalWaitTime,totalTripTime,tripTimeMax,tripTimeRange,rowID,respID,qID,altID,obsID
Taxi,None,None,10,25,0,0,5,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,5,30,32,30 - 32 minutes,1991,60,4,1,358
Walk,Bus,Walk,2,10,15,15,0,10,0,0.2,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,10,50,60,50 - 60 minutes,41612,60,4,2,358
Taxi,None,None,25,15,0,0,10,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15,10,25,27,25 - 27 minutes,3332,60,4,3,358
Bus,Bus,None,5,25,10,0,10,5,0,0.05,2,Bus,Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,35,15,50,53,50 - 53 minutes,6802,60,5,1,359
Taxi,None,None,10,15,0,0,5,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15,5,20,24,20 - 24 minutes,35081,60,5,2,359
Bus,Taxi,None,10,20,20,0,10,10,0,0.05,2,Taxi,Bus|Taxi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,40,20,60,63,60 - 63 minutes,10055,60,5,3,359
Taxi,None,None,30,10,0,0,5,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,5,15,18,15 - 18 minutes,35057,60,6,1,360
Walk,Bus,Uber/Lyft,25,10,20,10,0,5,5,0.2,3,Uber/Lyft,Walk|Bus|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,40,10,50,60,50 - 60 minutes,45599,60,6,2,360
Walk,Bus,Walk,10,15,10,15,0,10,0,0.05,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,10,50,53,50 - 53 minutes,8298,60,6,3,360
Walk,Bus,None,5,10,10,0,0,2,0,0.1,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,20,2,22,25,22 - 25 minutes,16635,61,1,1,361
Bus,Taxi,None,20,20,20,0,2,2,0,0.2,2,Taxi,Bus|Taxi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,40,4,44,53,44 - 53 minutes,34176,61,1,2,361
Taxi,None,None,30,10,0,0,5,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,5,15,18,15 - 18 minutes,35057,61,1,3,361
Walk,Bus,Walk,10,15,10,10,0,10,0,0.05,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,35,10,45,48,45 - 48 minutes,7635,61,2,1,362
Taxi,None,None,15,30,0,0,2,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,2,32,39,32 - 39 minutes,33628,61,2,2,362
Bus,Walk,Taxi,25,30,10,10,2,0,10,0.2,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,50,12,62,75,62 - 75 minutes,46886,61,2,3,362
Bus,Bus,Walk,2,15,10,10,2,10,0,0.1,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,35,12,47,52,47 - 52 minutes,24237,61,3,1,363
Uber/Lyft,Walk,None,15,10,10,0,5,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,20,5,25,28,25 - 28 minutes,18403,61,3,2,363
Taxi,Walk,None,30,30,10,0,2,0,0,0.1,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,40,2,42,47,42 - 47 minutes,17047,61,3,3,363
Uber/Lyft,Walk,None,25,20,10,0,5,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,5,35,39,35 - 39 minutes,18583,61,4,1,364
Bus,Bus,Walk,10,30,15,10,2,10,0,0.05,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,55,12,67,71,67 - 71 minutes,7993,61,4,2,364
Walk,Bus,None,10,10,10,0,0,5,0,0.1,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,20,5,25,28,25 - 28 minutes,21294,61,4,3,364
Bus,Uber/Lyft,None,20,25,15,0,10,2,0,0.05,2,Uber/Lyft,Bus|Uber/Lyft,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,40,12,52,55,52 - 55 minutes,3819,61,5,1,365
Bus,Bus,None,10,30,10,0,2,2,0,0.05,2,Bus,Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,40,4,44,47,44 - 47 minutes,370,61,5,2,365
Bus,Bus,Walk,10,25,15,10,5,10,0,0.2,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50,15,65,78,65 - 78 minutes,42282,61,5,3,365
Taxi,Bus,None,30,30,15,0,5,5,0,0.2,2,Bus,Taxi|Bus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,45,10,55,66,55 - 66 minutes,39445,61,6,1,366
Bus,Walk,Bus,10,20,15,15,2,0,10,0.05,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50,12,62,66,62 - 66 minutes,13961,61,6,2,366
Walk,Bus,None,10,15,15,0,0,5,0,0.1,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,30,5,35,39,35 - 39 minutes,21585,61,6,3,366
Bus,None,None,5,15,0,0,5,0,0,0.1,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,15,5,20,22,20 - 22 minutes,18451,62,1,1,367
Uber/Lyft,Walk,None,10,15,15,0,10,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,10,40,44,40 - 44 minutes,20292,62,1,2,367
Taxi,None,None,30,30,0,0,2,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,2,32,36,32 - 36 minutes,17041,62,1,3,367
Walk,Bus,None,10,15,10,0,0,10,0,0.1,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,25,10,35,39,35 - 39 minutes,24250,62,2,1,368
Taxi,None,None,10,30,0,0,5,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,5,35,37,35 - 37 minutes,2069,62,2,2,368
Taxi,None,None,30,20,0,0,10,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,10,30,36,30 - 36 minutes,36668,62,2,3,368
Taxi,None,None,30,10,0,0,10,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,10,20,21,20 - 21 minutes,3266,62,3,1,369
Taxi,None,None,30,30,0,0,5,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,5,35,37,35 - 37 minutes,2123,62,3,2,369
Bus,Bus,Bus,2,20,10,10,10,10,10,0.2,3,Bus,Bus|Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,40,30,70,84,70 - 84 minutes,49741,62,3,3,369
Bus,None,None,2,10,0,0,2,0,0,0.2,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,2,12,15,12 - 15 minutes,33247,62,4,1,370
Taxi,Bus,None,15,30,15,0,10,10,0,0.2,2,Bus,Taxi|Bus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,45,20,65,78,65 - 78 minutes,43195,62,4,2,370
Walk,Bus,Bus,10,15,10,10,0,10,5,0.1,3,Bus,Walk|Bus|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,35,15,50,56,50 - 56 minutes,29544,62,4,3,370
Uber/Lyft,Walk,None,25,15,10,0,2,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,25,2,27,33,27 - 33 minutes,33419,62,5,1,371
Bus,Bus,Walk,2,10,15,10,2,10,0,0.05,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,35,12,47,50,47 - 50 minutes,7789,62,5,2,371
Walk,Bus,None,2,15,10,0,0,5,0,0.2,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,25,5,30,36,30 - 36 minutes,37959,62,5,3,371
Uber/Lyft,Walk,None,15,20,15,0,5,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,35,5,40,48,40 - 48 minutes,35539,62,6,1,372
Walk,Bus,Bus,5,15,15,10,0,2,2,0.1,3,Bus,Walk|Bus|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,4,44,49,44 - 49 minutes,17148,62,6,2,372
Bus,None,None,2,25,0,0,10,0,0,0.1,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,25,10,35,39,35 - 39 minutes,20056,62,6,3,372
Walk,Bus,Bus,10,15,10,15,0,10,2,0.1,3,Bus,Walk|Bus|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,12,52,58,52 - 58 minutes,24917,63,1,1,373
Taxi,None,None,25,25,0,0,5,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,5,30,33,30 - 33 minutes,18656,63,1,2,373
Taxi,None,None,15,30,0,0,10,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,10,40,48,40 - 48 minutes,36788,63,1,3,373
Walk,Bus,Taxi,10,15,15,20,0,5,10,0.05,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,50,15,65,69,65 - 69 minutes,15654,63,2,1,374
Bus,Bus,None,5,25,10,0,5,10,0,0.05,2,Bus,Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,35,15,50,53,50 - 53 minutes,8830,63,2,2,374
Uber/Lyft,Walk,None,20,25,10,0,2,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,35,2,37,45,37 - 45 minutes,33567,63,2,3,374
Taxi,None,None,15,10,0,0,5,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,5,15,17,15 - 17 minutes,18398,63,3,1,375
Bus,Taxi,None,15,10,20,0,10,10,0,0.2,2,Taxi,Bus|Taxi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,30,20,50,60,50 - 60 minutes,43232,63,3,2,375
Uber/Lyft,Walk,None,20,30,10,0,5,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,5,45,48,45 - 48 minutes,2104,63,3,3,375
Taxi,None,None,25,10,0,0,10,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,10,20,24,20 - 24 minutes,36500,63,4,1,376
Bus,Walk,Taxi,15,30,10,10,10,0,2,0.05,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,50,12,62,66,62 - 66 minutes,3550,63,4,2,376
Bus,Bus,None,2,20,20,0,2,10,0,0.05,2,Bus,Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,40,12,52,55,52 - 55 minutes,8134,63,4,3,376
Uber/Lyft,Bus,None,25,15,10,0,2,10,0,0.2,2,Bus,Uber/Lyft|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,25,12,37,45,37 - 45 minutes,40900,63,5,1,377
Uber/Lyft,None,None,10,20,0,0,2,0,0,0.05,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,20,2,22,24,22 - 24 minutes,207,63,5,2,377
Bus,Taxi,None,10,20,10,0,2,2,0,0.05,2,Taxi,Bus|Taxi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,30,4,34,36,34 - 36 minutes,211,63,5,3,377
Uber/Lyft,Walk,None,10,20,15,0,2,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,35,2,37,41,37 - 41 minutes,17235,63,6,1,378
Bus,Bus,None,5,30,20,0,2,5,0,0.1,2,Bus,Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,50,7,57,63,57 - 63 minutes,21940,63,6,2,378
Bus,None,None,10,30,0,0,10,0,0,0.2,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,30,10,40,48,40 - 48 minutes,36771,63,6,3,378
Bus,Bus,Walk,2,20,20,15,2,2,0,0.05,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,55,4,59,62,59 - 62 minutes,1444,64,1,1,379
Bus,None,None,5,20,0,0,5,0,0,0.05,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,20,5,25,27,25 - 27 minutes,1906,64,1,2,379
Bus,Bus,None,5,15,15,0,2,10,0,0.05,2,Bus,Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,30,12,42,45,42 - 45 minutes,7849,64,1,3,379
Bus,Bus,Bus,2,25,15,20,5,2,2,0.05,3,Bus,Bus|Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,60,9,69,73,69 - 73 minutes,3152,64,2,1,380
Taxi,Bus,Walk,15,25,15,15,10,5,0,0.1,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,55,15,70,77,70 - 77 minutes,24027,64,2,2,380
Bus,Walk,Taxi,10,20,10,20,10,0,5,0.2,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,50,15,65,78,65 - 78 minutes,45367,64,2,3,380
Uber/Lyft,Walk,None,20,30,15,0,2,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,45,2,47,52,47 - 52 minutes,17389,64,3,1,381
Uber/Lyft,Walk,None,20,20,10,0,2,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,2,32,34,32 - 34 minutes,243,64,3,2,381
Taxi,Walk,None,20,10,15,0,2,0,0,0.1,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,25,2,27,30,27 - 30 minutes,17105,64,3,3,381
Bus,Uber/Lyft,None,25,10,15,0,2,2,0,0.2,2,Uber/Lyft,Bus|Uber/Lyft,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,25,4,29,35,29 - 35 minutes,33735,64,4,1,382
Bus,None,None,10,20,0,0,2,0,0,0.05,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,20,2,22,24,22 - 24 minutes,209,64,4,2,382
Bus,Bus,Walk,10,15,15,10,10,10,0,0.2,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,20,60,72,60 - 72 minutes,43074,64,4,3,382
Bus,Walk,Bus,2,15,15,20,10,0,5,0.1,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50,15,65,72,65 - 72 minutes,28804,64,5,1,383
Bus,Walk,Taxi,30,30,15,15,2,0,2,0.1,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,60,4,64,71,64 - 71 minutes,17999,64,5,2,383
Bus,None,None,10,20,0,0,10,0,0,0.2,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,20,10,30,36,30 - 36 minutes,36615,64,5,3,383
Uber/Lyft,Walk,None,20,30,10,0,10,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,10,50,56,50 - 56 minutes,20182,64,6,1,384
Taxi,None,None,20,30,0,0,10,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,10,40,44,40 - 44 minutes,20177,64,6,2,384
Taxi,Bus,Walk,25,10,10,15,2,5,0,0.05,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,35,7,42,45,42 - 45 minutes,5380,64,6,3,384
Taxi,None,None,15,10,0,0,2,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,2,12,14,12 - 14 minutes,16666,65,1,1,385
Taxi,None,None,10,15,0,0,10,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15,10,25,30,25 - 30 minutes,36536,65,1,2,385
Uber/Lyft,Walk,None,15,25,15,0,2,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,2,42,47,42 - 47 minutes,17314,65,1,3,385
Uber/Lyft,Walk,None,20,15,10,0,5,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,25,5,30,32,30 - 32 minutes,1870,65,2,1,386
Walk,Bus,None,10,10,15,0,0,2,0,0.1,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,25,2,27,30,27 - 30 minutes,17073,65,2,2,386
Taxi,None,None,10,10,0,0,2,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,2,12,15,12 - 15 minutes,33266,65,2,3,386
Taxi,None,None,30,20,0,0,10,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,10,30,36,30 - 36 minutes,36668,65,3,1,387
Bus,Bus,Walk,10,30,20,15,2,2,0,0.05,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,65,4,69,73,69 - 73 minutes,1482,65,3,2,387
Uber/Lyft,Walk,None,15,10,15,0,10,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,25,10,35,39,35 - 39 minutes,20241,65,3,3,387
Bus,Walk,Bus,2,20,15,20,2,0,5,0.1,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,55,7,62,69,62 - 69 minutes,27744,65,4,1,388
Bus,Walk,Uber/Lyft,10,10,15,10,2,0,10,0.1,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,35,12,47,52,47 - 52 minutes,30273,65,4,2,388
Taxi,None,None,30,30,0,0,2,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,2,32,36,32 - 36 minutes,17041,65,4,3,388
Walk,Bus,None,5,10,15,0,0,2,0,0.05,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,25,2,27,29,27 - 29 minutes,438,65,5,1,389
Uber/Lyft,Walk,None,30,25,10,0,10,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,35,10,45,50,45 - 50 minutes,20128,65,5,2,389
Taxi,Walk,None,30,25,10,0,10,0,0,0.1,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,35,10,45,50,45 - 50 minutes,20129,65,5,3,389
Taxi,None,None,15,30,0,0,2,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,2,32,39,32 - 39 minutes,33628,65,6,1,390
Taxi,Walk,None,15,30,15,0,5,0,0,0.05,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,45,5,50,53,50 - 53 minutes,2424,65,6,2,390
Uber/Lyft,Walk,None,10,25,15,0,10,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,10,50,56,50 - 56 minutes,20422,65,6,3,390
Bus,Bus,Walk,2,20,10,10,2,2,0,0.2,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,4,44,53,44 - 53 minutes,33446,66,1,1,391
Uber/Lyft,Walk,None,10,20,10,0,5,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,5,35,42,35 - 42 minutes,35166,66,1,2,391
Uber/Lyft,Walk,None,20,30,10,0,2,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,2,42,51,42 - 51 minutes,33645,66,1,3,391
Walk,Bus,Taxi,30,15,20,15,0,2,10,0.05,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,50,12,62,66,62 - 66 minutes,14033,66,2,1,392
Walk,Bus,Walk,10,15,15,15,0,5,0,0.1,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,45,5,50,56,50 - 56 minutes,22135,66,2,2,392
Bus,Walk,Bus,5,30,10,15,10,0,5,0.05,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,55,15,70,74,70 - 74 minutes,11976,66,2,3,392
Taxi,None,None,25,20,0,0,5,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,5,25,27,25 - 27 minutes,1955,66,3,1,393
Bus,Bus,Walk,2,20,15,10,5,10,0,0.2,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,45,15,60,72,60 - 72 minutes,42231,66,3,2,393
Walk,Bus,None,10,10,15,0,0,5,0,0.1,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,25,5,30,33,30 - 33 minutes,21527,66,3,3,393
Bus,Walk,None,2,15,15,0,5,0,0,0.1,2,Walk,Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,30,5,35,39,35 - 39 minutes,18823,66,4,1,394
Taxi,Walk,None,25,10,15,0,2,0,0,0.1,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,25,2,27,30,27 - 30 minutes,17117,66,4,2,394
Taxi,None,None,10,20,0,0,10,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,10,30,32,30 - 32 minutes,3368,66,4,3,394
Taxi,Bus,None,30,10,10,0,2,5,0,0.05,2,Bus,Taxi|Bus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,20,7,27,29,27 - 29 minutes,4707,66,5,1,395
Uber/Lyft,Bus,Walk,15,10,10,10,5,2,0,0.2,3,Walk,Uber/Lyft|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,30,7,37,45,37 - 45 minutes,35030,66,5,2,395
Bus,Uber/Lyft,None,30,20,20,0,2,2,0,0.1,2,Uber/Lyft,Bus|Uber/Lyft,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,40,4,44,49,44 - 49 minutes,17564,66,5,3,395
Taxi,None,None,30,15,0,0,5,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15,5,20,21,20 - 21 minutes,1889,66,6,1,396
Taxi,None,None,15,15,0,0,10,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15,10,25,30,25 - 30 minutes,36554,66,6,2,396
Bus,Walk,Bus,10,20,15,15,10,0,2,0.2,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50,12,62,75,62 - 75 minutes,37567,66,6,3,396
Walk,Bus,None,5,15,20,0,0,5,0,0.05,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,35,5,40,42,40 - 42 minutes,5185,67,1,1,397
Bus,Bus,Walk,10,20,10,15,10,10,0,0.05,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,45,20,65,69,65 - 69 minutes,10204,67,1,2,397
Taxi,Bus,None,25,30,20,0,5,10,0,0.05,2,Bus,Taxi|Bus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,50,15,65,69,65 - 69 minutes,9286,67,1,3,397
Taxi,Walk,None,15,20,15,0,2,0,0,0.1,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,35,2,37,41,37 - 41 minutes,17250,67,2,1,398
Uber/Lyft,Walk,None,25,30,10,0,10,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,10,50,60,50 - 60 minutes,36817,67,2,2,398
Taxi,Walk,None,30,25,10,0,5,0,0,0.05,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,35,5,40,42,40 - 42 minutes,2051,67,2,3,398
Walk,Bus,Uber/Lyft,30,10,15,20,0,2,5,0.2,3,Uber/Lyft,Walk|Bus|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,45,7,52,63,52 - 63 minutes,44333,67,3,1,399
Uber/Lyft,Walk,None,25,15,15,0,10,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,10,40,48,40 - 48 minutes,36949,67,3,2,399
Bus,None,None,5,15,0,0,2,0,0,0.1,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,15,2,17,19,17 - 19 minutes,16730,67,3,3,399
Walk,Bus,None,10,15,20,0,0,10,0,0.05,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,35,10,45,48,45 - 48 minutes,8093,67,4,1,400
Walk,Bus,None,2,10,20,0,0,10,0,0.2,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,30,10,40,48,40 - 48 minutes,41265,67,4,2,400
Uber/Lyft,Walk,None,10,15,10,0,10,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,25,10,35,42,35 - 42 minutes,36543,67,4,3,400
Taxi,None,None,30,25,0,0,2,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,2,27,30,27 - 30 minutes,16963,67,5,1,401
Bus,Bus,Walk,2,25,15,10,10,10,0,0.1,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50,20,70,77,70 - 77 minutes,26517,67,5,2,401
Uber/Lyft,Walk,None,10,25,15,0,5,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,5,45,48,45 - 48 minutes,2344,67,5,3,401
